Vers,Phonétique,Syllabes
une convulsion de la gorge un blasphème ,yn@kCvylsjC|d@lagORZe~blasfEm,12
quelques mots sans raison balbutiés tout bas,kElk@mosAREzC|balbysjetuba,12
c'est tout ce qu'on voyait   sa maîtresse elle-même,sEtus@kCvwajE|samEtREsEl@mEm,12
n'en sentait rien sinon qu'il restait dans ses bras,nAsAtERje~sinC|k|ilREstEdAsebRa,12
sans haleine et sans force et ne répondait pas,sAalEnesAfORs|en@RepCdEpa,12
mais à cette bizarre et ridicule ivresse,mEzasEt@bizaR|eRidikylivREs,12
succédait d'ordinaire un tel enchantement,syksedEdtORdinER|e~tElASAt@mA,12
qu'il commençait d'abord par faire à sa maîtresse,kilkOmAsEdtabOR|paRfERasamEtREs,12
mille et un madrigaux le tout très lourdement,milete~madRigo|l@tutREluRd@mA,12
il devenait tout miel tout sucre et tout caresse,ild@v@nEtumjEl|tusykRetukaREs,12
il eût communié dans un pareil moment,ilykOmynje|dAze~paREjmOmA,12
il n'existait alors secret ni confidence,ilnEgzistEtalOR|s@kREnikCfidAs,12
qui pût y résister  tout partait tout roulait ,kipytiReziste|tupaRtEtuRulE,12
tous les épanchements du monde entraient en danse,tuslezepAS@mA|dymCdAtREtAdAs,12
illusions soucis gloire amour espérance ,ilyzjCsusi|glwaRamuREspeRAs,12
jamais confessionnal ne vit de chapelet,ZamEkCfesjOnaln@vid@Sap@lE,13
comparable en longueur à ceux qu'il défilait,kCpaRablAlCg9R|as2kildefilE,12
ah  c'est un grand malheur quand on a le cœur tendre,asEte~gRAmal9R|kAtCal@k9rtAdR,12
que ce lien de fer que la nature a mis,k@s@lje~d@fER|k@lanatyRami,12
entre l'âme et le corps ces frères ennemis ,AtR@lamel@kOR|sefRER@zEn@mi,12
ce qui m'étonne moi c'est que dieu l'ait permis,s@kimetOn@mwa|s|Ek@dj2lEpERmi,12
voilà le nœud gordien qu'il fallait qu'alexandre,vwalal@n2goRdje~|k|ilfalEkalEksAdR,12
rompît de son épée et réduisit en cendre,RCpid@sCepe|eRedHizitAsAdR,12
l'âme et le corps hélas  ils iront deux à deux,lamel@kORelasz|ilziRCd2zad2,12
tant que le monde ira  pas à pas  côte à côte,tAk@l@mCdiRa|pazapakotakot,12
comme s'en vont les vers classiques et les bœufs,kOm@szAvClevER|klasik@zeleb2f,12
l'un disant   tu fais mal   et l'autre   c'est ta faute ,le~dizAtyfEmal|elotR@sEtafot,12
ah  misérable hôtesse et plus misérable hôte ,amizeRablotEs|eplymizeRablot,12
ce n'est vraiment pas vrai que tout soit pour le mieux,s@nEvREmApavRE|k@tuswapuRl@mj2,12
et la preuve lecteur la preuve irrécusable,elapR9v@lEkt9R|lapR9viRekyzabl,12
que ce monde est mauvais c'est que pour y rester,k@s@mCdEmOvE|s|Ek@puRiREste,12
il a fallu s'en faire un autre et l'inventer,ilafalyszAfER|e~otRele~vAte,12
un autre   monde étrange absurde inhabitable,e~otR@mCdetRAZ|apsyRdinabitabl,12
et qui pour valoir mieux que le seul véritable,ekipuRvalwaRmj2|k@l@s9lveRitabl,12
n'a pas même un instant eu besoin d'exister,napamEme~e~stAt|yb@zwe~dtEgziste,12
oui oui n'en doutez pas c'est un plaisir perfide,wiwinAdutepa|s|Ete~pleziRpERfid,12
que d'enivrer son âme avec le vin des sens ,k@dtAnivResCam|avEkl@ve~desA,12
que de baiser au front la volupté timide,k@d@bezeofRC|lavOlyptetimid,12
et de laisser tomber comme la jeune elfride,ed@lesetCbe|kOm@laZ9nElfRid,12
la clef d'or de son cœur dans les eaux des torrents ,lakledtORd@sCk9r|dAlezodetORA,12
heureux celui qui met dans de pareils moments,2R2s@lHikimE|dAd@paREjmOmA,12
comme ce vieux vizir qui gardait sa sultane,kOm@s@vj2viziR|kigaRdEsasyltan,12
la lame de son sabre entre une femme et lui ,lalam@d@sCsabR|AtRyn@famelHi,12
heureux l'autel impur qui n'a pas de profane ,2R2lotEle~pyR|kinapad@pROfan,12
heureux l'homme indolent pour qui tout est fini,2R2lOme~dOlA|puRkitutEfini,12
quand le plaisir s'émousse et que la courtisane,kAl@pleziRszemus|ek@lakuRtizan,12
n'a jamais vu pleurer après qu'il avait ri ,naZamEvypl9Re|apREkilavERi,12
ah  l'abîme est si grand  la pente est si glissante ,alabimEsigRA|lapAtEsiglisAt,12
une maîtresse aimée est si près d'une sœur ,yn@mEtREseme|EsipREdtyn@s2R,12
elle vient si souvent plaintive et caressante,El@vje~sisuvA|ple~tivekaResAt,12
poser en chuchotant son cœur sur votre cœur ,pozeASySOtA|sCk9rsyRvOtR@k9r,12
l'homme est si faible alors  la femme est si puissante ,lOmEsifEblalOR|lafamEsipHisAt,12
le chemin est si doux du plaisir au bonheur ,l@S@me~Esidu|dypleziRobOn9R,12
pauvres gens que nous tous   et celui qui se livre,povR@ZAk@nutusz|es@lHikis@livR,12
de ce qu'il aura fait doit tôt ou tard gémir ,d@s@kilORafE|dwatotutaRZemiR,12
la coupe est là brûlante  et celui qui s'enivre,lakupElabRylAt|es@lHikiszAnivR,12
doit rire de pitié s'il ne veut pas frémir ,dwaRiR@d@pitje|sz|iln@v2pafRemiR,12
voilà le train du monde et ceux qui savent vivre,vwalal@tRe~dymCd|es2kisavvivR,11
vous diront à cela qu'il valait mieux dormir,vudiRCtas@la|k|ilvalEmj2dORmiR,12
oui dormir  et rêver   ah  que la vie est belle,widORmiReReve|ak@laviEbEl,12
quand un rêve divin fait sur sa nudité,kAte~REv@dive~|fEsyRsanydite,12
pleuvoir les rayons d'or de son prisme enchanté ,pl2vwaRleREjCdtOR|d@sCpRismASAte,12
frais comme la rosée et fils du ciel comme elle ,fREkOm@laRoze|efildysjElkOmEl,12
jeune oiseau de la nuit qui sans mouiller son aile,Z9nwazod@lanHi|kisAmujesCEl,12
voltige sur les mers de la réalité ,vOltiZ@syRlemER|d@laRealite,12
ah  si la rêverie était toujours possible ,asilaREv@Ri|etEtuZuRpOsibl,12
et si le somnambule en étendant la main,esil@sOmnAbyl|AetAdAlame~,12
ne trouvait pas toujours la nature inflexible,n@tRuvEpatuZuR|lanatyRe~flEksibl,12
qui lui heurte le front contre un pilier d'airain ,kilHi9Rt@l@fRC|kCtRe~piljedtERe~,12
si l'on pouvait se faire une armure insensible ,silCpuvEs@fER|ynaRmyRe~sAsibl,12
si l'on rassasiait l'amour comme la faim ,silCRasazjE|l|amuRkOm@lafe~,12
pourquoi manon lescaut dès la première scène,puRkwamanClEsko|dElapR@mjER@sEn,12
est-elle si vivante et si vraiment humaine,EtEl@sivivAt|esivREmAymEn,12
qu'il semble qu'on l'a vue et que c'est un portrait ,kilsAbl@kClavy|ek@sEte~pORtRE,12
et pourquoi l'héloïse est-elle une ombre vaine,epuRkwaleloiz|EtElynCbR@vEn,12
qu'on aime sans y croire et que nul ne connaît ,kCEm@sAzikRwaR|ek@nyln@kOnE,12
ah  rêveurs ah  rêveurs que vous avons-nous fait ,aREv9RzaREv9R|k@vuzavCnufE,12
pourquoi promenez-vous ces spectres de lumière,puRkwapROm@nevu|sespEktR@d@lymjER,12
devant le rideau noir de nos nuits sans sommeil,d@vAl@RidonwaR|d@nonHisAsOmEj,12
puisqu'il faut qu'ici-bas tout songe ait son réveil,pjiskilfokisiba|tusCZEsCRevEj,12
et puisque le désir se sent cloué sur terre,epHisk@l@deziR|s@sAkluesyRtER,12
comme un aigle blessé qui meurt dans la poussière,kOme~Egl@blese|kim9RdAlapusjER,12
l'aile ouverte et les yeux fixés sur le soleil ,lEluvERtelezj2|fiksesyRl@sOlEj,12
manon  sphinx étonnant  véritable sirène,manCsfe~kszetOnA|veRitabl@siREn,12
cœur trois fois féminin cléopâtre en paniers ,k9rtRwafwafemine~|kleopatRApanje,12
quoi qu'on dise ou qu'on fasse et bien qu'à sainte-hélène,kwakCdizukCfas|ebje~kase~telEn,12
on ait trouvé ton livre écrit pour des portiers,CEtRuvetClivR|ekRipuRdepORtje,12
tu n'en es pas moins vraie infâme et cléomène,tynAEpamwe~vRE|e~famekleomEn,12
n'est pas digne à mon sens de te baiser les pieds,nEpadinjamCsA|d@t@bezelepje,12
tu m'amuses autant que tiberge m'ennuie,tymamyz@zotA|k@tibERZ@mAnHi,12
comme je crois en toi  que je t'aime et te hais ,kOm@Z@kRwazAtwa|k@Z@ttEmet@E,12
quelle perversité  quelle ardeur inouïe,kEl@pERvERsite|kElaRd9Rinwi,12
pour l'or et le plaisir  comme toute la vie,puRlORel@pleziR|kOm@tut@lavi,12
est dans tes moindres mots  ah  folle que tu es,EdAtemwe~dR@moz|afOl@k@tyE,12
comme je t'aimerais demain si tu vivais ,kOm@Z@ttem@RE|d@me~sityvivE,12
en vérité lecteur je crois que je radote,AveRitelEkt9R|Z@kRwak@Z@RadOt,12
si tout ce que je dis vient à propos de botte,situs@k@Z@di|vje~tapROpod@bOt,12
comment goûteras-tu ce que je dis de bon ,kOmAgut@Raty|s@k@Z@did@bC,12
j'ai fait un hiatus indigne de pardon ,ZefEte~jatysz|e~dinj@d@paRdC,12
je compte là-dessus rédiger une note,Z@kCt@lad@sy|RediZeyn@nOt,12
j'en suis donc à te dire où diable en suis-je donc ,ZAsHidCkat@diR|udjablAsHiZ@dCk,13
m'y voilà  je disais qu'hassan près d'une femme,mivwalaZ@dizE|k|asanpREdtyn@fam,12
était très expansif  il voulait tout ou rien,etEtREzEkspAsif|ilvulEtutuRje~,12
je confesse pour moi que je ne sais pas bien,Z@kCfEs@puRmwa|k@Z@n@sEpabje~,12
comment on peut donner le corps sans donner l'âme,kOmAtCp2dOne|l@kORsAdOnelam,12
l'un étant la fumée et l'autre étant la flamme,le~etAlafyme|elotRetAlaflam,12
je ne sais pas non plus s'il était bon chrétien ,Z@n@sEpanCply|sz|iletEbCkRetje~,12
je ne sais même pas quelle était sa croyance,Z@n@sEmEm@pa|kEletEsakRwajAs,12
ni quel secret si tendre il avait confié,nikEls@kREsitAdR|ilavEkCfje,12
ni de quelle façon quand il était en france,nid@kEl@fasC|kAtiletEtAfRAns,12
ses maîtresses d'un jour l'avaient mystifié,semEtREs@dte~ZuR|l|avEmistifje,12
ni ce qu'il en pensait  ni quelle extravagance,nis@kilApAsE|nikElEkstRavagAs,12
l'avait fait blasphémer l'amour et l'amitié,lavEfEblasfeme|l|amuRelamitje,12
mais enfin certain soir qu'il ne savait que faire,mEzAfe~sERte~swaR|k|iln@savEk@fER,12
se trouvant mal en train vis-à-vis de son verre,s@tRuvAmalAtRe~|viszad@sCvER,11
pour tuer un quart d'heure il prit monsieur galland,puRtHee~kaRd9R|ilpRim@sj2galA,12
dieu voulut qu'il y vît comme quoi le sultan,dj2vulykilivi|kOm@kwal@syltA,12
envoyait tous les jours une sultane en terre,AvwajEtusleZuRz|yn@syltanAtER,12
et ce fut là-dessus qu'il se fit musulman,es@fylad@sy|k|ils@fimyzylmA,12
tous les premiers du mois un juif aux mains crochues,tuslepR@mjedymwaz|e~ZHifome~kROSy,12
amenait chez hassan deux jeunes filles nues,am@nESeasan|d2Z9n@fij@ny,12
tous les derniers du mois on leur donnait un bain,tusledERnjedymwaz|Cl9RdOnEte~be~,12
un déjeuner un voile un sequin dans la main,e~deZ9nee~vwal|e~s@ke~dAlame~,12
et puis on les priait d'aller courir les rues,epHizClepRijEdtalekuRiRleRy,13
système assurément qui n'a rien d'inhumain,sistEmasyRemA|kinaRje~dtinyme~,12
c'était ainsi qu'hassan quatre fois par semaine,setEte~sikasan|katR@fwapaRs@mEn,12
abandonnait son âme au doux plaisir d'aimer,abAdOnEsCam|odupleziRdteme,12
ne sachant pas le turc il se livrait sans peine ,n@saSApal@tyRk|ils@livREsApEn,12
a son aise en français il pouvait se pâmer,asCEzAfRAsEz|ilpuvEs@pame,12
le lendemain bonsoir  une vieille égyptienne,l@lAd@me~bCswaR|yn@vjEjeZipsjEn,13
venait ouvrir la porte au maître et la fermer,v@nEtuvRiRlapORt|omEtRelafERme,12
ceci pourra sembler fort extraordinaire,s@sipuRasAble|fORtEkstRaORdinER,12
et j'en sais qui riront d'un système pareil,eZAsEkiRiRC|dt|e~sistEm@paREj,12
mais il paraît qu'hassan se croyait au contraire,mEzilpaREkasan|s@kRwajEtokCtRER,12
l'homme le plus heureux qui fût sous le soleil,lOm@l@ply2R2|kifysul@sOlEj,12
ainsi donc pour l'instant lecteur laissons-le faire,e~sidCkpuRle~stA|lEkt9RlesCl@fER,12
le voilà tel qu'il est attendant le sommeil,l@vwalatElkilEt|atAdAl@sOmEj,12
le sommeil ne vint pas  mais cette douce ivresse,l@sOmEjn@ve~pa|mEsEt@dusivREs,12
qui semble être sa sœur ou plutôt sa maîtresse ,kisAbl@EtR@sa|s2RuplytosamEtREs,13
qui sans fermer les yeux ouvre l'âme à l'oubli ,kisAfERmelezj2z|uvR@lamalubli,12
cette ivresse du cœur si douce à la paresse,sEtivREs@dyk9r|sidusalapaREs,12
que lorsqu'elle vous quitte on croit qu'on a dormi ,k@loRskEl@vukit|CkRwakCadORmi,12
pâle comme morphée et plus belle que lui,pal@kOm@moRfe|eplybEl@k@lHi,12
c'est le sommeil de l'âme et non du corps  on fume,sEl@sOmEjd@lam|enCdykORzCfym,12
on se remue on bâille et cependant on dort,Cs@R@myCbaj|es@pAdAtCdOR,12
on se sent très bien vivre et pourtant on est mort,Cs@sAtREbje~vivR|epuRtAtCEmOR,12
on ne parlerait pas d'amour mais je présume,Cn@paRl@REpa|dt|amuRmEZ@pRezym,12
que l'on serait capable avec un peu d'effort,k@lCs@REkapabl|avEke~p2dtefOR,12
je crois qu'une sottise est au bout de ma plume,Z@kRwakyn@sOtiz|Etobud@maplym,12
avez-vous jamais vu dans le creux d'un ravin,avevuZamEvy|dAl@kR2dte~Rave~,12
un bon gros vieux faisan qui se frotte le ventre,e~bCgRovj2f@zA|kis@fROt@l@vAtR,12
s'arrondir au soleil et ronfler comme un chantre ,szaRCdiRosOlEj|eRCflekOme~SAtR,12
tous les points de sa boule aspirent vers le centre,tuslepwe~d@sabul|aspiRvERl@sAtR,11
on dirait qu'il rumine ou qu'il cuve du vin,CdiREkilRymin|ukilkyv@dyve~,12
enfin quoi qu'il en soit c'est un état divin,Afe~kwakilAswa|s|Ete~etadive~,12
lecteur si tu t'en vas jamais en terre sainte,lEkt9RsityttAva|ZamEzAtER@se~t,12
regarde sous tes pieds  tu verras des heureux,R@gaRd@sutepje|tyvERade2R2,12
ce sont de vieux fumeurs qui dorment dans l'enceinte,s@sCd@vj2fym9R|kidORmdAlAse~t,11
où s'élevait jadis la cité des hébreux,uszel@vEZadis|lasitedeebR2,12
ces gens-là savent seuls vivre et mourir sans plainte ,seZAlasavs9lvivR|emuRiRsAple~t,11
ce sont des mendiants qu'on prendrait pour des dieux,s@sCdemAdjA|k|CpRAdREpuRdedj2,12
ils parlent rarement  ils sont assis par terre,ilpaRlRaR@mAtil|sCtasipaRtER,11
nus ou déguenillés le front sur une pierre,nyzudeg@nije|l@fRCsyRyn@pjER,12
n'ayant ni sou ni poche et ne pensant à rien,nEjAnisunipOS|en@pAsAtaRje~,12
ne les réveille pas  ils t'appelleraient chien,n@leRevej@paz|ilttapEl@RESje~,12
ne les écrase pas  ils te laisseraient faire,n@lezekRaz@paz|ilt@les@REfER,12
ne les méprise pas  car ils te valent bien,n@lemepRiz@pa|kaRilt@valbje~,11
c'est le point capital du mahométanisme,sEl@pwe~kapital|dymaometanism,12
de mettre le bonheur dans la stupidité,d@mEtR@l@bOn9R|dAlastypidite,12
que n'en est-il ainsi dans le christianisme ,k@nAEtile~si|dAl@kRistjanism,12
j'en citerais plus d'un qui l'aurait mérité,ZAsit@REplydte~|kilOREmeRite,12
et qui mourrait heureux sans s'en être douté ,ekimuRE2R2|sAszAEtR@dute,12
diable  j'ai du malheur  encore un barbarisme,djabl@Zedymal9RAkORe~baRbaRism,13
on dit mahométisme et j'en suis bien fâché,Cdimaometism|eZAsHibje~faSe,12
il fallait me lever pour prendre un dictionnaire,ilfalEm@l@ve|puRpRAdRe~diksjOnER,13
et j'avais fait mon vers avant d'avoir cherché,eZavEfEmCvERz|avAdtavwaRSERSe,12
je me suis retourné  ma plume était par terre,Z@m@sHiR@tuRne|maplymetEpaRtER,12
j'avais marché dessus  j'ai soufflé de colère,ZavEmaRSed@sy|Z|esufled@kOlER,12
ma bougie et ma verve et je me suis couché,mabuZiemavERv|eZ@m@sHikuSe,12
tu vois ami lecteur jusqu'où va ma franchise,tyvwazamilEkt9R|ZyskuvamafRASiz,12
mon héros est tout nu  moi je suis en chemise,mCeRozEtuny|mwaZ@sHizAS@miz,12
je pousse la candeur jusqu'à t'entretenir,Z@pus@lakAd9R|ZyskattAtR@t@niR,12
d'un chagrin domestique  où voulais-je en venir ,dte~SagRe~dOmEstik|uvulEZ@Av@niR,13
je ne sais vraiment pas comment je vais finir,Z@n@sEvREmApa|kOmAZ@vEfiniR,12
je suis comme énéas portant son père anchise,Z@sHikOmeneas|pORtAsCpERAkiz,12
énéas s'essoufflait et marchait à grands pas,eneasszesuflEt|emaRSEtagRApa,12
sa femme à chaque instant demeurait en arrière,safamaSake~stA|d@m9REtAaRjER,12
 créuse disait-il pourquoi ne viens-tu pas  ,kReyz@dizEtil|puRkwan@vje~typa,12
créuse répondait   je mets ma jarretière,kReyz@RepCdE|Z@mEmaZaR@tjER,12
 mets-la donc et suis nous répondait énéas,mEladCkesHinu|RepCdEteneas,12
je vais si tu ne viens laisser tomber mon père ,Z@vEsityn@vje~|lesetCbemCpER,12
lecteur nous allons voir si tu comprends ceci,lEkt9RnuzalCvwaR|sitykCpRAs@si,12
anchise est mon poème  et ma femme créuse,AkizEmCpOEm|emafam@kReyz,12
qui va toujours traînant en chemin c'est ma muse,kivatuZuRtREnAt|AS@me~sEmamyz,12
elle s'en va là-bas quand je la crois ici,El@szAvalaba|kAZ@lakRwazisi,12
une pierre l'arrête un papillon l'amuse,yn@pjER@laREt|e~papijClamyz,12
quand arriverons-nous si nous marchons ainsi ,kAtaRiv@RCnu|sinumaRSCze~si,12
énéas d'une part a besoin de sa femme,eneasdtyn@paRt|ab@zwe~d@safam,12
sans elle à dire vrai ce n'est qu'un corps sans âme,sAzEladiR@vRE|s@nEke~kORsAam,12
anchise d'autre part est horriblement lourd,Akiz@dtotR@paRt|EORibl@mAluR,12
le troisième péril c'est que troie est en flamme,l@tRwazjEm@peRil|s|Ek@tRwaEtAflam,12
mais dès qu'anchise grogne ou que sa femme court,mEdEkAkiz@gROnj|uk@safam@kuR,12
énéas est forcé de s'arrêter tout court,eneaszEfORse|d@szaRetetukuR,12
eh bien  en vérité les sots auront beau dire,ebje~AveRite|lesozoRCbodiR,12
quand on n'a pas d'argent c'est amusant d'écrire,kAtCnapadtaRZA|s|EtamyzAdtekRiR,12
si c'est un passe-temps pour se désennuyer,sisEte~pas@tA|puRs@dezAnHije,12
il vaut bien la bouillotte  et si c'est un métier,ilvobje~labujOt|esisEte~metje,12
peut-être qu'après tout ce n'en est pas un pire,p2EtR@kapREtu|s@nAEpaze~piR,12
que fille entretenue avocat ou portier,k@fijAtR@t@ny|avOkatupORtje,12
j'aime surtout les vers cette langue immortelle,ZEm@syRtulevER|sEt@lAgimORtEl,12
c'est peut-être un blasphème et je le dis tout bas ,sEp2EtRe~blasfEm|eZ@l@dituba,12
mais je l'aime à la rage elle a cela pour elle,mEZ@lEmalaRaZ|Elas@lapuREl,12
que les sots d'aucun temps n'en ont pu faire cas,k@lesodtoke~tA|n|ACpyfER@ka,12
qu'elle nous vient de dieu  qu'elle est limpide et belle,kEl@nuvje~d@dj2|k|ElEle~pidebEl,12
que le monde l'entend et ne la parle pas,k@l@mCd@lAtAt|en@lapaRl@pa,12
eh bien  sachez-le donc vous qui voulez sans cesse,ebje~saSel@dCk|vukivulesAsEs,12
mettre votre scalpel dans un couteau de bois ,mEtR@vOtR@skalpEl|dAze~kutod@bwa,12
vous qui cherchez l'auteur à de certains endroits,vukiSERSelot9R|ad@sERte~zAdRwa,12
comme un amant heureux cherche dans son ivresse,kOme~amA2R2|SERS@dAsCivREs,12
sur un billet d'amour les pleurs de sa maîtresse,syRe~bijEdtamuR|lepl9Rd@samEtREs,12
et rêve en le lisant au doux son de sa voix ,eREvAl@lizAt|odusCd@savwa,12
sachez-le  c'est le cœur qui parle et qui soupire,saSel@sEl@k9r|kipaRlekisupiR,12
lorsque la main écrit  c'est le cœur qui se fond ,lORsk@lame~ekRi|s|El@k9rkis@fC,12
c'est le cœur qui s'étend se découvre et respire,sEl@k9rkiszetA|s@dekuvReREspiR,12
comme un gai pèlerin sur le sommet d'un mont,kOme~gepEl@Re~|syRl@sOmEdte~mC,12
et puissiez-vous trouver quand vous en voudrez rire,epHisjevutRuve|kAvuzAvudReRiR,12
a dépecer nos vers le plaisir qu'ils nous font ,adep@senovER|l@pleziRkilnufC,12
qu'importe leur valeur  la muse est toujours belle,ke~pORt@l9Rval9R|lamyzEtuZuRbEl,12
même pour l'insensé même pour l'impuissant ,mEm@puRle~sAse|mEm@puRle~pHisA,12
car sa beauté pour nous c'est notre amour pour elle,kaRsabotepuRnu|s|EnOtRamuRpuREl,12
mordez et croassez corbeaux battez de l'aile ,mORdeekROase|kORbobated@lEl,12
le poète est au ciel et lorsqu'en vous poussant,l@pOEtEtosjEl|eloRskAvupusA,12
il vous y fait monter c'est qu'il en redescend,ilvuzifEmCte|s|EkilAR@dEsA,12
allez  exercez-vous  débrouillez la quenouille,aleEgzERsevu|debRujelak@nuj,12
essoufflez-vous à faire un bœuf d'une grenouille,esuflevuzafER|e~b2fdtyn@gR@nuj,12
avant de lire un livre et de dire   j'y crois  ,avAd@liRe~livR|ed@diR@ZikRwa,12
analysez la plaie et fourrez-y les doigts ,analizelaplE|efuReiledwa,12
il faudra de tout temps que l'incrédule y fouille,ilfodRad@tutA|k@le~kRedylifuj,12
pour savoir si son christ est monté sur la croix,puRsavwaRsisCkRistt|EmCtesyRlakRwa,12
eh  depuis quand un livre est-il donc autre chose,ed@pHikAte~livR|EtildCkotR@Soz,12
que le rêve d'un jour qu'on raconte un instant ,k@l@REv@dte~ZuR|k|CRakCte~e~stA,12
un oiseau qui gazouille et s'envole   une rose,e~wazokigazuj|eszAvOlyn@Roz,12
qu'on respire et qu'on jette et qui meurt en tombant  ,kCREspiRekCZEt|ekim9RtAtCbA,12
un ami qu'on aborde avec lequel on cause,e~amikCabORd|avEkl@kElCkoz,12
moitié lui répondant et moitié l'écoutant ,mwatjelHiRepCdAt|emwatjelekutA,12
aujourd'hui par exemple il plaît à ma cervelle,ojuRdjipaREgzApl|ilplEtamasERvEl,12
de rimer en sixains le conte que voici,d@RimeAsikse~|l@kCt@k@vwasi,12
va-t-on le maltraiter et lui chercher querelle ,vatl@maltRetee|lHiSERSek@REl,11
est-ce sa faute à lui si je l'écris ainsi ,Es@safotalHi|siZ@lekRize~si,12
 byron me direz-vous m'a servi de modèle ,biRCm@diRevu|m|asERvid@mOdEl,12
vous ne savez donc pas qu'il imitait pulci ,vun@savedCkpa|k|ilimitEpulsi,12
lisez les italiens vous verrez s'il les vole,lizelezitalje~|vuvEReszillevOl,12
rien n'appartient à rien tout appartient à tous,Rje~napaRtje~taRje~|tutapaRtje~tatus,12
il faut être ignorant comme un maître d'école,ilfoEtRinjORA|kOme~mEtR@dtekOl,12
pour se flatter de dire une seule parole,puRs@flated@diR|yn@s9l@paROl,12
que personne ici-bas n'ait pu dire avant vous,k@pERsOnisiba|n|EpydiRavAvu,12
c'est imiter quelqu'un que de planter des choux,sEtimitekelke~|k@d@plAtedeSu,12
ah  pauvre laforêt qui ne savais pas lire,apovR@lafoRE|kin@savEpaliR,12
quels vigoureux soufflets ton nom seul a donnés,kElviguR2suflE|tCnCs9ladOne,12
au peuple travailleur des discuteurs damnés ,op9pl@tRavaj9R|dediskut2Rdane,12
molière t'écoutait lorsqu'il venait d'écrire,moljER@ttekutE|loRskilv@nEdtekRiR,12
quel mépris des humains dans le simple et gros rire,kElmepRideyme~|dAl@se~plegRoRiR,12
dont tu lui baptisais ses hardis nouveau-nés ,dCtylHibatizE|seaRdinuvone,12
il ne te lisait pas dit-on les vers d'alceste ,iln@t@lizEpa|ditClevERdtalsEst,12
si je les avais faits je te les aurais lus,siZ@lezavEfE|Z@t@lezOREly,12
l'esprit et les bons mots auraient été perdus ,lEspRitelebCmoz|OREtetepERdy,12
mais les meilleurs accords de l'instrument céleste,mElemEj2RzakOR|d@le~stRymAselEst,12
seraient allés au cœur comme ils en sont venus,s@REtalezok9r|kOmilzAsCv@ny,12
j'aurais dit aux bavards du siècle   a vous le reste ,ZOREditobavaR|dysjEklavul@REst,12
pourquoi donc les amants veillent-ils nuit et jour ,puRkwadCklezamA|vEjtilnHiteZuR,11
pourquoi donc le poète aime-t-il sa souffrance ,puRkwadCkl@pOEt|Em@tsasufRAs,11
que demandent-ils donc tous les deux en retour ,k@d@mAdtildCktus|led2zAR@tuR,11
une larme ô mon dieu voilà leur récompense ,yn@laRm@omC|dj2vwalal9RRekCpAs,13
voilà pour eux le ciel la gloire et l'éloquence,vwalapuR2l@sjEl|laglwaRelelOkAs,12
et par là le génie est semblable à l'amour,epaRlal@Zeni|EsAblablalamuR,12
mon premier chant est fait  je viens de le relire,mCpR@mjeSAtEfE|Z@vje~d@l@R@liR,12
j'ai bien mal expliqué ce que je voulais dire ,Zebje~malEksplike|s@k@Z@vulEdiR,12
je n'ai pas dit un mot de ce que j'aurais dit,Z@nepadite~mo|d@s@k@ZOREdi,12
si j'avais fait un plan une heure avant d'écrire ,siZavEfEte~plA|9RavAdtekRiR,13
je crève de dégoût de rage et de dépit,Z@kREv@d@degu|d@RaZed@depi,12
je crois en vérité que j'ai fait de l'esprit,Z@kRwazAveRite|k@ZefEd@lEspRi,12
deux sortes de roués existent sur la terre ,d2sORt@d@Rwez|EgzistsyRlatER,11
l'un beau comme satan froid comme la vipère,le~bokOm@satA|fRwakOm@lavipER,12
hautain audacieux plein d'imitation,ote~odasj2|ple~dtimitasjC,12
ne laissant palpiter sur son cœur solitaire,n@lesApalpite|syRsCk9rsOlitER,12
que l'écorce d'un homme et de la passion ,k@lekORs@dte~Om|ed@lapasjC,12
faisant un manteau d'or à son ambition ,f@zAte~mAtodtOR|asCAbisjC,12
corrompant sans plaisir amoureux de lui-même,kORCpAsApleziR|amuR2d@lHimEm,12
et pour s'aimer toujours voulant toujours qu'on l'aime ,epuRszemetuZuR|vulAtuZuRkClEm,12
regardant au soleil son ombre se mouvoir ,R@gaRdAtosOlEj|sCCbR@s@muvwaR,12
dès qu'une source est pure et que l'on peut s'y voir,dEkyn@suRsEpyR|ek@lCp2szivwaR,12
venant comme narcisse y pencher son front blême,v@nAkOm@naRsis|ipASesCfRCblEm,12
et chercher la douleur pour s'en faire un miroir,eSERSeladul9R|puRszAfERe~miRwaR,12
son idéal c'est lui  quoi qu'il dise ou qu'il fasse,sCidealsElHi|kwakildizukilfas,12
il se regarde vivre et s'écoute parler,ils@R@gaRd@vivR|eszekut@paRle,12
car il faut que demain on dise quand il passe ,kaRilfok@d@me~|Cdiz@kAtilpas,12
 cet homme que voilà c'est robert lovelace ,sEtOm@k@vwala|s|ERobERlov@lEs,12
autour de ce mot-là le monde peut rouler ,otuRd@s@mola|l@mCd@p2Rule,12
il est l'axe du monde et lui permet d'aller,ilElaksdymCde|lHipERmEdtale,11
avec lui ni procès ni crainte ni scandale,avEklHinipROsE|nikRe~t@niskAdal,12
il jette un drap mouillé sur son père qui râle ,ilZEte~dRamuje|syRsCpER@kiRal,12
il rôde en chuchotant sur la pointe du pied,ilRodASySOtA|syRlapwe~t@dypje,12
un amant plus sincère à la main plus loyale,e~amAplyse~sER|alame~plylwajal,12
peut serrer une main trop fort et l'effrayer ,p2seReyn@me~|tRofORtelefReje,12
